State,Value
0,0.6405912431115841
2,-0.8294409560935355
4,-1.2552029955998518
6,-1.162228072636078
8,0.006229593587379401
10,0.5673197944257364
12,0.8369284769496317
14,-1.1624625845718035
16,0.2891286839599037
18,0.6189856992081865
20,-0.6061583449942785
22,-0.5189380967287343
24,0.6957243230548973
26,0.482209709886083
28,0.6755216088971036
30,-0.5982709445637626
